Id,Reaction,External ids,template,GN_ESCH,GN_ESCH,GN_ESCH,GN_ESCH,GN_ESCH,LN_NEWUOA,LN_NEWUOA,LN_NEWUOA,LN_NEWUOA,LN_NEWUOA,Type,Value,Stdev, lb,ub,Atom_mapping,Reversible
RSS,,,22629.10785345146,15213.533553897396,20915.13634772761,21118.0982867376,22136.60935342975,22254.888600648155,15213.067903422267,20855.191473982562,21116.178336002275,22116.81972516571,22237.264118348285
Thres,,,19.67513757268249,19.67513757268249,19.67513757268249,19.67513757268249,19.67513757268249,19.67513757268249,19.67513757268249,19.67513757268249,19.67513757268249,19.67513757268249,19.67513757268249
p_value,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Id,Reaction,External ids,template,GN_ESCH,GN_ESCH,GN_ESCH,GN_ESCH,GN_ESCH,LN_NEWUOA,LN_NEWUOA,LN_NEWUOA,LN_NEWUOA,LN_NEWUOA,Type,Value,Stdev, lb,ub,Atom_mapping,Reversible
r1_hk,Glc+ATP-->G6P,(kegg:R02848),197.3154097467802,199.9605088980483,173.77707984948518,199.1413522233539,199.92919864652737,173.04160741116954,199.9605280623214,173.7902853379394,199.14140836035062,199.93320619174523,173.04590437732972,free,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r2_pgi,G6P-->F6P,(kegg:R00771f),67.50430413946678,192.60872266701648,161.54156573059507,157.62562932598075,152.9238010407315,169.70382213638055,192.61010569306066,161.64070544349343,157.62754709454498,152.94330454526516,169.79881942599084,free,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r3_pgi,F6P-->G6P,(kegg:R00771r),74.26338288193851,199.35682447853765,199.717086028357,199.6696820280743,197.16415648375468,198.85315144637795,199.35697269352693,199.72662258607394,199.66990670513863,197.1600019176077,198.85172481488274,free,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r4_pfk,F6P+ATP-->FBP,(kegg:R00756),33.48678597268488,12.353324167209017,2.7761137439589447,2.9535172972469326,7.242439790014643,1.452486772842569,12.354581909368,2.790127571406181,2.9540684301754396,7.259060012942413,1.4988685192358702,fitting,1.0,1.0,0.0,200.0,ABCDEF-->ABCDEF,no
r5_fba,FBP-->DHAP+GAP,(kegg:R01068f),10.718457115295696,190.7995106030959,171.9899181252544,157.50432043093542,159.47690737372656,162.73749030905498,190.80047709853312,172.0010698682726,157.50479404503864,159.49815050893,162.7777312179252,free,1.0,1.0,0.0,200.0,ABCDEF-->CBA+DEF,no
r6_fba,DHAP+GAP-->FBP,(kegg:R01068r),19.06379048669931,199.13386704354897,198.62498741134686,199.41709870144172,199.8680761708703,190.6411880234272,199.13375233190493,198.6237837498005,199.4170068739203,199.87193222013553,190.641055805336,free,1.0,1.0,0.0,200.0,CBA+DEF-->ABCDEF,no
r7_tpi,DHAP-->GAP,(kegg:R01015f),34.46685160078731,6.127262458607997,174.76352167777915,0.13872153305831603,174.32279897202358,169.6820261977499,6.1265887928455,174.76946351206726,0.13926281077748115,174.3210863614755,169.675181386409,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
r8_tpi,GAP-->DHAP,(kegg:R01015r),28.347304122551403,0.018691911322504765,195.47749723965802,24.173985664054648,196.58125607615474,199.60756082882654,0.01841576531097598,195.48195845625952,24.17365812318083,196.58051251092613,199.60216446654283,free,1.0,1.0,0.0,200.0,ABC-->ABC,no
